,StartDate,EndDate,How masculine do you feel?,How important is it to you that others see you as masculine?,Where have you gotten ideas about what it means to be a good man?- Father or father figure(s),Mother or Mother figure(s),Other family members,Pop culture,Friends,Other,Does society puts pressure on men?,Ask for - Professional Advice?,Personal advice?,Express physical affection to male friends?,Cry?,Get in a physical fight?,Have sexual relations (women)?,Have sexual relations (men)?,Watch sports?,Workout?,See a therapist?,Feel lonely or isolated?,Worried about your - Height,Weight,Hair or Hairline,Physique,Appearance of genitalia,Clothing or style,Sexual performance or amount of sex,Mental health,Physical health,Finances,Ability to provide your family,None of the above,Employment Status,Advantages as a man - more money?,taken more seriously,more choice,More promotion/prof. development opportunities,Praised often,More support from their managers,Other-A,None of the above-A,Disadvantages to be a man- Managers want more women?,Risk of being accussed sexually,Risk of being sexist/racist,Other-B,None of the above-B,Response on sexual harrassment incident- Confronted or accussed the person,Contacted the HR department,Contacted the manager,Reached out to the victim,Didn't respond at all,Never witnessed,Other-C,Reason you didn't respond,If employed- how much have you heard of #MeToo movement?,If heard of #MeToo- Noticed any behavioural change at work?,Expected to make the first move?,How often you try to pays on a date?,Reason - It's the right thing to do,Makes more money than your date,Feels good,Societal expectations,"You asked the person out, that's why",Try to pay & see if she/he pays,Other-D,Physical intimation- Read their physical body language,Ask for consent,Make a physical move to see how they react,Every situation is different,Isn't clear to gauge,Other-E,What you've done in past 12 yrs?- pushing partner too far in sexual encounter,Talked with friends whether you pushed a partner too far,contacted a past sexual partner to ask,None of the above-C,Have you changed your behaviour in romantic relationships in the wake of #MeToo movement?,Maritial Status,"Any children?- Yes, one or more, under 18","Yes, one or more children, 18+",No children,Sexual orientation,Are you?,Last grade of school,State,Annual Income,Region,Current operating system,Age group
1364,5/21/18 11:08,5/21/18 11:31,Not at all masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Not selected,Not selected,Not selected,Often,Often,Often,Often,"Never, but open to it",Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Not selected,Not selected,Your hair or hairline,Not selected,Not selected,Your clothing or style,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Some,Not selected,Yes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Gay,Asian,Some college,Arkansas,Prefer not to answer,New England,Windows Desktop / Laptop,18 - 34
1365,5/21/18 11:27,5/21/18 11:36,Very masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Rarely,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, looking for work",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Always,Not selected,Not selected,Not selected,Not selected,Not selected,You try to pay to see if the other person will offer to share in the cost,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,New York,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet,35 - 64
1366,5/21/18 11:28,5/21/18 11:34,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Pop culture,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Your clothing or style,Not selected,Not selected,Your physical health,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Yes,Yes,Always,Not selected,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Iowa,"$50,000-$74,999",West North Central,iOS Phone / Tablet,18 - 34
1367,5/21/18 11:29,5/21/18 11:35,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Friends,Not selected,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Rarely,"Never, and not open to it",Often,Rarely,"Never, but open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, student",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Never married,Not selected,Not selected,No children,Straight,White,Some college,South Carolina,Prefer not to answer,South Atlantic,iOS Phone / Tablet,18 - 34
1368,5/21/18 11:38,5/21/18 11:41,Very masculine,Not at all important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Often,Often,Often,No answer,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Your mental health,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Contacted the HR department,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Not selected,Not Applicable,A lot,Yes,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,California,Prefer not to answer,Pacific,MacOS Desktop / Laptop,35 - 64
1369,5/21/18 11:45,5/21/18 11:53,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,"Never, but open to it",Rarely,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Nothing at all,Not Applicable,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Louisiana,Prefer not to answer,West South Central,Windows Desktop / Laptop,35 - 64
1370,5/21/18 11:48,5/21/18 12:09,Very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Friends,Not selected,Not selected,Sometimes,Rarely,Rarely,Sometimes,"Never, but open to it",Often,"Never, but open to it",Often,Often,"Never, and not open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Only a little,Not selected,Yes,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,Asian,Post graduate degree,New Mexico,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,18 - 34
1371,5/21/18 11:56,5/21/18 11:59,Not very masculine,Not at all important,Not selected,Not selected,Not selected,Pop culture,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it",Rarely,Sometimes,Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Contacted the HR department,Not selected,Not selected,Not selected,Not selected,Not selected,Not Applicable,A lot,Not selected,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,Not selected,Married,Not selected,Not selected,No children,Other,White,College graduate,Colorado,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,18 - 34
1372,5/21/18 11:56,5/21/18 12:06,Very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Yes,"Never, but open to it",Rarely,Rarely,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,"Never, but open to it","Never, but open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Oklahoma,"$10,000-$24,999",West South Central,Android Phone / Tablet,35 - 64
1373,5/21/18 12:00,5/21/18 12:06,Very masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Contacted the HR department,Not selected,Not selected,Not selected,Not selected,Not selected,Not Applicable,A lot,Yes,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,California,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop,35 - 64
1374,5/21/18 12:01,5/21/18 12:07,Very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Not selected,Rarely,Sometimes,Often,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Rarely,Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Yes,Yes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Pennsylvania,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet,35 - 64
1375,5/21/18 12:08,5/21/18 12:09,Not at all masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No answer,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,Not selected,No children,Straight,Hispanic,Some college,Texas,"$10,000-$24,999",East South Central,Windows Desktop / Laptop,35 - 64
1376,5/21/18 12:08,5/21/18 12:15,Somewhat masculine,Not too important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Sometimes,Sometimes,Rarely,No answer,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,No answer,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Nothing at all,Not Applicable,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,Hispanic,College graduate,Texas,"$175,000-$199,999",West South Central,Windows Desktop / Laptop,35 - 64
1377,5/21/18 12:09,5/21/18 12:17,Somewhat masculine,Not too important,Not selected,Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Often,No answer,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it","Never, but open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Did not respond at all,Not selected,Not selected,Other (please specify),A lot,Not selected,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Divorced,Not selected,Not selected,No children,Straight,White,Associate's degree,Texas,"$200,000+",West South Central,Windows Desktop / Laptop,35 - 64
1378,5/21/18 12:14,5/21/18 12:18,Very masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Rarely,Rarely,Rarely,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Often,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,Yes,Never married,Not selected,Not selected,No children,Straight,Other,Post graduate degree,Minnesota,"$50,000-$74,999",West North Central,Windows Desktop / Laptop,35 - 64
1379,5/21/18 12:21,5/21/18 12:29,Very masculine,Somewhat important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Not selected,Often,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, and not open to it","Never, and not open to it",Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Only a little,Not selected,Not selected,Often,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Alabama,"$50,000-$74,999",East South Central,Windows Desktop / Laptop,35 - 64
1380,5/21/18 12:23,5/21/18 12:34,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Rarely,Sometimes,Rarely,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,Not selected,No children,Gay,White,Some college,Florida,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,65 and up
1381,5/21/18 12:25,5/21/18 12:30,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,"Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Your clothing or style,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Straight,Black,Some college,California,Prefer not to answer,Pacific,Windows Desktop / Laptop,18 - 34
1382,5/21/18 12:25,5/21/18 12:27,Somewhat masculine,Not at all important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Sometimes,"Never, and not open to it","Never, but open to it",Sometimes,"Never, but open to it",Rarely,"Never, but open to it","Never, and not open to it","Never, but open to it",Sometimes,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,Not selected,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,No answer,Hispanic,High school or G.E.D.,Alabama,"$10,000-$24,999",South Atlantic,Android Phone / Tablet,18 - 34
1383,5/21/18 12:28,5/21/18 12:35,Very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Rarely,Sometimes,Often,Rarely,Rarely,"Never, and not open to it",Often,Often,Sometimes,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not Applicable,A lot,Not selected,Not selected,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,Not selected,Gay,White,College graduate,Michigan,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,35 - 64
1384,5/21/18 12:30,5/21/18 12:34,Somewhat masculine,Not too important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,Rarely,Sometimes,Sometimes,Not selected,Not selected,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Some,Yes,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,Not selected,Straight,White,High school or G.E.D.,New Jersey,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet,35 - 64
1385,5/21/18 12:36,5/21/18 12:40,Not at all masculine,Not too important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Not selected,"Never, but open to it","Never, but open to it",Rarely,"Never, but open to it","Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,Rarely,Often,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, looking for work",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Always,Not selected,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No answer,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Kentucky,"$10,000-$24,999",East South Central,Windows Desktop / Laptop,35 - 64
